Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AE00000517,"BOLT,MACHINE;1000008554,FLSMIDTH,HEX",101,GR goods receipt,9/1/2024,,8,EA,8,EA,124.2,PEN,5006514907,1,,0,0,T004-00004314,8/31/2024,Q009,RALEGRIA,4503344571,20,C601,8/31/2024,,,
AM2244927,LINER;2730-FE-001/002-CH2-PD02;INOX 304,641,TF to stck in trans.,9/7/2024,,-18,EA,-18,EA,0,PEN,4911206614,9,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,50,C601,9/7/2024,,,
AM2244928,LINER;2730-FE-001/002-CH2-PD03;INOX 304,641,TF to stck in trans.,9/7/2024,,8,EA,8,EA,0,PEN,4911206614,18,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,90,C601,9/7/2024,,,
AM2244928,LINER;2730-FE-001/002-CH2-PD03;INOX 304,641,TF to stck in trans.,9/7/2024,,8,EA,8,EA,0,PEN,4911206614,30,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,150,C601,9/7/2024,,,
AM2244928,LINER;2730-FE-001/002-CH2-PD03;INOX 304,641,TF to stck in trans.,9/7/2024,,-8,EA,-8,EA,0,PEN,4911206614,29,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,150,C601,9/7/2024,,,
AM2244928,LINER;2730-FE-001/002-CH2-PD03;INOX 304,641,TF to stck in trans.,9/7/2024,,-8,EA,-8,EA,0,PEN,4911206614,17,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,90,C601,9/7/2024,,,
AM2244929,LINER;2730-FE-001/002-CH2-PD04;INOX 304,641,TF to stck in trans.,9/7/2024,,2,EA,2,EA,0,PEN,4911206614,20,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,100,C601,9/7/2024,,,
AM2244929,LINER;2730-FE-001/002-CH2-PD04;INOX 304,641,TF to stck in trans.,9/7/2024,,-2,EA,-2,EA,0,PEN,4911206614,19,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,100,C601,9/7/2024,,,
AM2244930,LINER;2730-FE-001/002-CH2-PD05;INOX 304,641,TF to stck in trans.,9/7/2024,,-2,EA,-2,EA,0,PEN,4911206614,31,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,160,C601,9/7/2024,,,
AM2244930,LINER;2730-FE-001/002-CH2-PD05;INOX 304,641,TF to stck in trans.,9/7/2024,,2,EA,2,EA,0,PEN,4911206614,32,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,160,C601,9/7/2024,,,
AM2244931,LINER;2730-FE-001/002-CH2-PD06;INOX 304,641,TF to stck in trans.,9/7/2024,,-4,EA,-4,EA,0,PEN,4911206614,23,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,120,C601,9/7/2024,,,
AM2244931,LINER;2730-FE-001/002-CH2-PD06;INOX 304,641,TF to stck in trans.,9/7/2024,,4,EA,4,EA,0,PEN,4911206614,24,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,120,C601,9/7/2024,,,
AM2244933,"LINER;2730-FE-001/002-CH2-PD08,PDX08",641,TF to stck in trans.,9/7/2024,,2,EA,2,EA,0,PEN,4911206614,34,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,170,C601,9/7/2024,,,
AM2244933,"LINER;2730-FE-001/002-CH2-PD08,PDX08",641,TF to stck in trans.,9/7/2024,,-2,EA,-2,EA,0,PEN,4911206614,33,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,170,C601,9/7/2024,,,
AM2244934,LINER;2730-FE-001/002-CH2-PD09;INOX 304,641,TF to stck in trans.,9/7/2024,,-2,EA,-2,EA,0,PEN,4911206614,21,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,110,C601,9/7/2024,,,
AM2244934,LINER;2730-FE-001/002-CH2-PD09;INOX 304,641,TF to stck in trans.,9/7/2024,,2,EA,2,EA,0,PEN,4911206614,22,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,110,C601,9/7/2024,,,
AM2244935,LINER;2730-FE-001/002-CH2-PD10;INOX 304,641,TF to stck in trans.,9/7/2024,,-4,EA,-4,EA,0,PEN,4911206614,25,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,130,C601,9/7/2024,,,
AM2244935,LINER;2730-FE-001/002-CH2-PD10;INOX 304,641,TF to stck in trans.,9/7/2024,,4,EA,4,EA,0,PEN,4911206614,26,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,130,C601,9/7/2024,,,
AM2244937,LINER;2730-FE-001/002-CH2-PD12;INOX 304,641,TF to stck in trans.,9/7/2024,,1,EA,1,EA,0,PEN,4911206614,12,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,60,C601,9/7/2024,,,
AM2244937,LINER;2730-FE-001/002-CH2-PD12;INOX 304,641,TF to stck in trans.,9/7/2024,,-1,EA,-1,EA,0,PEN,4911206614,11,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,60,C601,9/7/2024,,,
AM2244938,LINER;2730-FE-001/002-CH2-PD13;INOX 304,641,TF to stck in trans.,9/7/2024,,-1,EA,-1,EA,0,PEN,4911206614,13,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,70,C601,9/7/2024,,,
AM2244938,LINER;2730-FE-001/002-CH2-PD13;INOX 304,641,TF to stck in trans.,9/7/2024,,1,EA,1,EA,0,PEN,4911206614,14,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,70,C601,9/7/2024,,,
AM2244943,"LINER;2730-FE-001/002-CH2-PD18,INOX 304",641,TF to stck in trans.,9/7/2024,,1,EA,1,EA,0,PEN,4911206614,16,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,80,C601,9/7/2024,,,
AM2244943,"LINER;2730-FE-001/002-CH2-PD18,INOX 304",641,TF to stck in trans.,9/7/2024,,-1,EA,-1,EA,0,PEN,4911206614,15,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,80,C601,9/7/2024,,,
AM2244947,"LINER;2730-FE-001/002-CH2-PD22,PDX22",641,TF to stck in trans.,9/7/2024,,20,EA,20,EA,0,PEN,4911206614,36,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,180,C601,9/7/2024,,,
AM2244947,"LINER;2730-FE-001/002-CH2-PD22,PDX22",641,TF to stck in trans.,9/7/2024,,-20,EA,-20,EA,0,PEN,4911206614,35,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,180,C601,9/7/2024,,,
AM2255234,"SLEEVE,SHAFT;T076C21,WEIR MINERALS",101,GR for consgt stock,9/7/2024,K,3,EA,3,EA,0,PEN,5006534537,1,,0,0,TW05-0012144,9/7/2024,Q009,ITAIPE,4503266132,10,C601,9/7/2024,,,
AM2255468,"LINER;65004ACVXR55,WEIR MINERALS;800CVX",101,GR for consgt stock,9/7/2024,K,5,EA,5,EA,0,PEN,5006534483,1,,0,0,TW05-0012135,9/7/2024,Q009,ITAIPE,4503222315,20,C601,9/7/2024,,,
AM2255468,"LINER;65004ACVXR55,WEIR MINERALS;800CVX",101,GR for consgt stock,9/7/2024,K,5,EA,5,EA,0,PEN,5006534484,1,,0,0,TW05-0012136,9/7/2024,Q009,ITAIPE,4503336760,20,C601,9/7/2024,,,
AM2255470,"LINER;80004BCVXR55,WEIR MINERALS,CONE",101,GR for consgt stock,9/7/2024,K,16,EA,16,EA,0,PEN,5006534535,1,,0,0,TW05-0012138,9/7/2024,Q009,ITAIPE,4502983655,10,C601,9/7/2024,,,
AM2255470,"LINER;80004BCVXR55,WEIR MINERALS,CONE",101,GR for consgt stock,9/7/2024,K,16,EA,16,EA,0,PEN,5006534536,1,,0,0,TW05-0012139,9/7/2024,Q009,ITAIPE,4502983655,10,C601,9/7/2024,,,
AM2255472,"LINER;80018CVXR55,WEIR MINERALS,CONE",101,GR for consgt stock,9/7/2024,K,4,EA,4,EA,0,PEN,5006534532,1,,0,0,TW05-0012140,9/7/2024,Q009,ITAIPE,4502967107,10,C601,9/7/2024,,,
AM2255533,"LINER;80004ACVXR55,WEIR MINERALS,TOP",101,GR for consgt stock,9/7/2024,K,8,EA,8,EA,0,PEN,5006534482,1,,0,0,TW05-0012137,9/7/2024,Q009,ITAIPE,4503292752,60,C601,9/7/2024,,,
AM2256480,"GAUGE,PRESSURE;233.34.115L,WIKA",261,GI for order,9/7/2024,,-3,EA,-3,EA,-643.76,PEN,4911206190,1,JASER VALENCIA,16850177,1,WH,9/7/2024,Q001,MELEFTERIU,,0,C601,9/7/2024,4011529841,,
AM2262332,"SHEET NONMTLC;LINATEX RUBBER6MM,WEIR",101,GR for consgt stock,9/7/2024,K,2,ROL,2,ROL,0,PEN,5006534558,1,,0,0,TW05-0012146,9/7/2024,Q009,ITAIPE,4502755396,10,C601,9/7/2024,,,
AM2265170,"SPGT;50064CVX90R55,WEIR",101,GR for consgt stock,9/7/2024,K,8,EA,8,EA,0,PEN,5006534486,1,,0,0,TW05-0012134,9/7/2024,Q009,ITAIPE,4503222315,10,C601,9/7/2024,,,
AM2265171,"SPGT;80064ACVX215R55,WEIR",101,GR for consgt stock,9/7/2024,K,8,EA,8,EA,0,PEN,5006534485,1,,0,0,TW05-0012141,9/7/2024,Q009,ITAIPE,4502983655,20,C601,9/7/2024,,,
AM2265273,"GRATE MILL;BK58662 SLOT64,BRADKEN LTD",261,GI order from consgt,9/7/2024,K,-24,EA,-24,EA,-473083.86,PEN,4911206194,4,HENRY PAUCARA,14504631,4,WH,9/7/2024,Q001,MELEFTERIU,,0,C601,9/7/2024,4009972822,,
AM2265273,"GRATE MILL;BK58662 SLOT64,BRADKEN LTD",261,GI order from consgt,9/7/2024,K,-19,EA,-19,EA,-374524.72,PEN,4911206732,2,PP HENRY,14504631,4,WH,9/7/2024,Q001,MELEFTERIU,,0,C601,9/7/2024,4009972822,,
AM2265273,"GRATE MILL;BK58662 SLOT64,BRADKEN LTD",262,RE order from consgt,9/7/2024,K,24,EA,24,EA,473083.86,PEN,4911206731,2,HENRY PAUCARA,14504631,4,WH,9/7/2024,Q001,MELEFTERIU,,0,C601,9/7/2024,4009972822,,
AM2265274,"LINER;BK58660A,BRADKEN LTD;HIGH,A,SHELL",261,GI order from consgt,9/7/2024,K,-24,EA,-24,EA,-931185.89,PEN,4911206203,1,4009972821,14504630,4,14504630,9/7/2024,Q004,WQUISPE1,,0,C601,9/7/2024,4009972821,,
AM2265275,"LNR;HIGH,C,SHELL,CRMO,DESCHARGE,INLET",261,GI for order,9/7/2024,,-1,EA,-1,EA,-45556.21,PEN,4911206204,1,4009972821,14504630,6,14504630,9/7/2024,Q004,WQUISPE1,,0,C601,9/7/2024,4009972821,,
AM2265275,"LNR;HIGH,C,SHELL,CRMO,DESCHARGE,INLET",261,GI order from consgt,9/7/2024,K,-24,EA,-24,EA,-839486.36,PEN,4911206203,3,4009972821,14504630,6,14504630,9/7/2024,Q004,WQUISPE1,,0,C601,9/7/2024,4009972821,,
AM2265276,"LINER;BK58660B,BRADKEN LTD,LOW,PARTB",261,GI order from consgt,9/7/2024,K,-17,EA,-17,EA,-564029.39,PEN,4911206203,2,4009972821,14504630,5,14504630,9/7/2024,Q004,WQUISPE1,,0,C601,9/7/2024,4009972821,,
AM2265277,"LNR;BK58660D,BRADKEN LTD;LOW,D,SHELL",261,GI order from consgt,9/7/2024,K,-20,EA,-20,EA,-581062.57,PEN,4911206203,4,4009972821,14504630,7,14504630,9/7/2024,Q004,WQUISPE1,,0,C601,9/7/2024,4009972821,,
AM2265277,"LNR;BK58660D,BRADKEN LTD;LOW,D,SHELL",261,GI for order,9/7/2024,,-1,EA,-1,EA,-38785.32,PEN,4911206204,2,4009972821,14504630,7,14504630,9/7/2024,Q004,WQUISPE1,,0,C601,9/7/2024,4009972821,,
AM2265641,"SLEEVE,SHAFT;1150950,KSB,PROTECTING",101,GR goods receipt,9/7/2024,,2,EA,2,EA,11436.74,PEN,5006533983,1,,0,0,EG07-00001458,9/7/2024,Q009,ITAIPE,4503001742,510,C601,9/7/2024,,,
AM2270862,"BEARING;2249000,KSB;RDL0500-835B,DOUBLE",101,GR goods receipt,9/7/2024,,1,EA,1,EA,94429.52,PEN,5006533983,2,,0,0,EG07-00001458,9/7/2024,Q009,ITAIPE,4503001742,930,C601,9/7/2024,,,
AM2274354,"KIT;ZX11855127,METSO MINERALS,RING",261,GI for order,9/7/2024,,-1,EA,-1,EA,-91194.64,PEN,4911205575,1,Nordith Donayre,14496802,9,EXPRESO,9/7/2024,Q001,CEOCAS,,0,C601,9/7/2024,4009967983,,
AM2274354,"KIT;ZX11855127,METSO MINERALS,RING",101,GR stock in transit,9/7/2024,,1,EA,1,EA,0,PEN,5006533972,2,,0,0,80229747,9/7/2024,Q001,CEOCAS,4503328258,60,C601,9/7/2024,,,
AM2274354,"KIT;ZX11855127,METSO MINERALS,RING",101,GR stock in transit,9/7/2024,,1,EA,1,EA,0,PEN,5006533972,1,,0,0,80229747,9/7/2024,Q001,CEOCAS,4503328258,50,C601,9/7/2024,,,
AM2281037,"BUSH PUMP;UL55083DP1A05,WEIR;THROAT",101,GR for consgt stock,9/7/2024,K,1,EA,1,EA,0,PEN,5006534533,1,,0,0,TW05-0012145,9/7/2024,Q009,ITAIPE,4503125742,10,C601,9/7/2024,,,
AM2281073,"SLV SHAFT;G076C21,WEIR",101,GR for consgt stock,9/7/2024,K,1,EA,1,EA,0,PEN,5006534534,1,,0,0,TW05-0012142,9/7/2024,Q009,ITAIPE,4503218124,20,C601,9/7/2024,,,
AM2281119,"LINER;G10018TL1MR55,WEIR",101,GR for consgt stock,9/7/2024,K,1,EA,1,EA,0,PEN,5006534531,1,,0,0,TW05-0012143,9/7/2024,Q009,ITAIPE,4503218124,30,C601,9/7/2024,,,
AM2282382,"BALL;REGRINDING,1IN,STL",101,GR for consgt stock,9/7/2024,K,32790,KG,32790,KG,0,PEN,5006534238,1,REMOLIENDA,0,0,TG02-2773,9/7/2024,Q004,OHUARSAYA,4503382996,10,C601,9/7/2024,,,
AM2282382,"BALL;REGRINDING,1IN,STL",101,GR for consgt stock,9/7/2024,K,36500,KG,36500,KG,0,PEN,5006534239,1,REMOLIENDA,0,0,TG02-2782,9/7/2024,Q004,OHUARSAYA,4503382996,10,C601,9/7/2024,,,
AM2282383,"BALL;GRINDING,3IN,STL",101,GR for consgt stock,9/7/2024,K,18000,KG,18000,KG,0,PEN,5006534234,1,HOPPER BOLAS - HO002,0,0,TG02-2769,9/7/2024,Q004,OHUARSAYA,4503253048,10,C601,9/7/2024,,,
AM2282383,"BALL;GRINDING,3IN,STL",201,GI cst cnt.fm consgt,9/7/2024,K,-22000,KG,-22000,KG,-97406.12,PEN,4911217215,1,Consumo 07.09.2024 MB 1,17289781,1,17289781,9/10/2024,Q004,VLOPEZA,,0,C601,9/10/2024,,CQ12101112,
AM2282383,"BALL;GRINDING,3IN,STL",201,GI cst cnt.fm consgt,9/7/2024,K,-22000,KG,-22000,KG,-97406.12,PEN,4911217216,1,Consumo 07.09.2024 MB 2,17289804,1,17289804,9/10/2024,Q004,VLOPEZA,,0,C601,9/10/2024,,CQ12101112,
AM2282383,"BALL;GRINDING,3IN,STL",101,GR for consgt stock,9/7/2024,K,17930,KG,17930,KG,0,PEN,5006534236,1,HOPPER BOLAS - HO002,0,0,TG02-2771,9/7/2024,Q004,OHUARSAYA,4503253048,10,C601,9/7/2024,,,
AM2282387,"BALL;GRINDING,2-1/2IN,STL",101,GR for consgt stock,9/7/2024,K,17930,KG,17930,KG,0,PEN,5006534235,1,HOPPER BOLAS - HO002,0,0,TG02-2771,9/7/2024,Q004,OHUARSAYA,4503409475,10,C601,9/7/2024,,,
AM2282387,"BALL;GRINDING,2-1/2IN,STL",101,GR for consgt stock,9/7/2024,K,17990,KG,17990,KG,0,PEN,5006534233,1,HOPPER BOLAS - HO002,0,0,TG02-2769,9/7/2024,Q004,OHUARSAYA,4503409475,10,C601,9/7/2024,,,
AM2283522,"FILR MILL;10008032,SIOM;RING,DISCHARGE",261,GI for order,9/7/2024,,-30,EA,-30,EA,-137458.41,PEN,4911206194,5,HENRY PAUCARA,14504631,5,WH,9/7/2024,Q001,MELEFTERIU,,0,C601,9/7/2024,4009972822,,
AM2284914,"TAPE ADHSV;1/2 IN X 10 YD,RED/WHITE",101,GR goods receipt,9/7/2024,,225,EA,225,EA,213.75,PEN,5006534287,1,,0,0,T001-00013232,9/4/2024,Q011,GKUONG,4503402080,20,C601,9/7/2024,,,
AM2284961,"DISC,ABRASIVE;66261147755,NORTON,POLIFAN",261,GI for order,9/7/2024,,-50,EA,-50,EA,-559.97,PEN,4911206698,3,relaves,16688518,3,WH,9/7/2024,Q001,MELEFTERIU,,0,C601,9/7/2024,4011430724,,
AM2292757,"TAPE,DUCT;YR6969,3M,48MM,54.8M",101,GR goods receipt,9/7/2024,,60,EA,60,EA,3378.6,PEN,5006534287,2,,0,0,T001-00013232,9/4/2024,Q011,GKUONG,4503402080,40,C601,9/7/2024,,,
AM2292758,"TAPE,ADHESIVE;CP383 2INX40YD,SHURTAPE",101,GR goods receipt,9/7/2024,,24,EA,24,EA,174.96,PEN,5006534287,3,,0,0,T001-00013232,9/4/2024,Q011,GKUONG,4503402080,50,C601,9/7/2024,,,
AM2292805,"DISC,GRINDING;DISC GRINDING 7X1/4X,BOSCH",101,GR goods receipt,9/7/2024,,56,EA,56,EA,582.96,PEN,5006534287,4,,0,0,T001-00013232,9/4/2024,Q011,GKUONG,4503402080,60,C601,9/7/2024,,,
AM2292809,"DISC,ABRASIVE;DISC POLISH 7X1/8X1/,BOSCH",261,GI for order,9/7/2024,,-25,EA,-25,EA,-620.81,PEN,4911206698,2,relaves,16688518,2,WH,9/7/2024,Q001,MELEFTERIU,,0,C601,9/7/2024,4011430724,,
AM2292809,"DISC,ABRASIVE;DISC POLISH 7X1/8X1/,BOSCH",101,GR goods receipt,9/7/2024,,39,EA,39,EA,1326,PEN,5006534287,5,,0,0,T001-00013232,9/4/2024,Q011,GKUONG,4503402080,70,C601,9/7/2024,,,
AM2293161,"BLNKT;FIBRAFLEX 4008,PROSOLDES",101,GR goods receipt,9/7/2024,,4,EA,4,EA,1255.29,PEN,5006534550,1,,0,0,T315-044734,9/7/2024,Q009,ITAIPE,4503403973,10,C601,9/7/2024,,,
AM2299712,"GAS;EMULSION,GASIFIABLE,MATRIX",101,GR goods receipt,9/7/2024,,30000,KG,30000,KG,55254.02,PEN,5006534405,1,SILO #1,0,0,T018-0002810,9/7/2024,Q003,OHUARSAYA,4503396752,10,C601,9/7/2024,,,
AM2299712,"GAS;EMULSION,GASIFIABLE,MATRIX",101,GR goods receipt,9/7/2024,,30000,KG,30000,KG,55254.02,PEN,5006534406,1,SILO #1,0,0,T018-0002809,9/7/2024,Q003,OHUARSAYA,4503396752,10,C601,9/7/2024,,,
AM2299712,"GAS;EMULSION,GASIFIABLE,MATRIX",201,GI for cost center,9/7/2024,,-155000,KG,-155000,KG,-285510.82,PEN,4911220058,1,CONSUMO 07.09.2024,17280081,1,17280081,9/11/2024,Q003,VLOPEZA,,0,C601,9/11/2024,,CQ32103331,
AM2316113,"HOSE,NONMETALLIC,REINFORCED,8INX10M",641,TF to stck in trans.,9/7/2024,,3,ROL,3,ROL,0,PEN,4911206386,10,,0,0,80264239,9/7/2024,,BTP_TM_PROD,4503418194,60,C601,9/7/2024,,,
AM2316113,"HOSE,NONMETALLIC,REINFORCED,8INX10M",641,TF to stck in trans.,9/7/2024,,-3,ROL,-3,ROL,0,PEN,4911206386,9,,0,0,80264239,9/7/2024,Q009,BTP_TM_PROD,4503418194,60,C601,9/7/2024,,,
AM2316262,"PAINT STRIPPER;TEKNO,REMOVER,3.785L",101,GR goods receipt,9/7/2024,,20,EA,20,EA,1735,PEN,5006534563,1,,0,0,T001-13237,9/7/2024,Q011,GKUONG,4503403974,10,C601,9/7/2024,,,
AM2316617,"KIT REPR;WRAP 4X12,WRAP STEEL;PIPE",641,TF to stck in trans.,9/7/2024,,14,KIT,14,KIT,0,PEN,4911206614,2,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,10,C601,9/7/2024,,,
AM2316617,"KIT REPR;WRAP 4X12,WRAP STEEL;PIPE",641,TF to stck in trans.,9/7/2024,,-14,KIT,-14,KIT,0,PEN,4911206614,1,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,10,C601,9/7/2024,,,
AM2467600,"CMPD;POLIMERICO TX5-10,10KG",641,TF to stck in trans.,9/7/2024,,2,KIT,2,KIT,0,PEN,4911206614,4,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,20,C601,9/7/2024,,,
AM2467600,"CMPD;POLIMERICO TX5-10,10KG",641,TF to stck in trans.,9/7/2024,,-2,KIT,-2,KIT,0,PEN,4911206614,3,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,20,C601,9/7/2024,,,
AE0000076,"GASKET,RING JOINT;14IN STYLE 77 GKT,14IN",261,GI for order,9/8/2024,,-2,EA,-2,EA,-1339.56,PEN,4911208052,1,HENRY,16855180,4,WH,9/8/2024,Q001,MELEFTERIU,,0,C601,9/8/2024,4011533746,,
AE00002006,"CONNECTOR,ELECTRICAL STUD;GC2626,BURNDY",261,GI for order,9/8/2024,,-120,EA,-120,EA,-7416.19,PEN,4911207824,2,Yenny,17260896,3,DELIVERY,9/8/2024,Q001,MELEFTERIU,,0,C601,9/8/2024,4011803952,,
AE00002015,"CLAMP;J6496,MACLEAN POWER SYSTEM",261,GI for order,9/8/2024,,-200,EA,-200,EA,-569.7,PEN,4911207824,1,Yenny,17260896,2,DELIVERY,9/8/2024,Q001,MELEFTERIU,,0,C601,9/8/2024,4011803952,,
AE00003504,"CONNECTOR;MT 140-2,ENSYS",261,GI for order,9/8/2024,,-40,EA,-40,EA,-7620.55,PEN,4911207824,3,Yenny,17260896,5,DELIVERY,9/8/2024,Q001,MELEFTERIU,,0,C601,9/8/2024,4011803952,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30130,KG,30130,KG,16094.83,PEN,5006534497,1,SILO DE CAL # 01,0,0,G010-00077016,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,31010,KG,31010,KG,16564.91,PEN,5006534498,1,SILO DE CAL # 02,0,0,G010-00077273,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30090,KG,30090,KG,16073.47,PEN,5006534499,1,SILO DE CAL # 02,0,0,G010-00077316,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30000,KG,30000,KG,16025.39,PEN,5006534600,1,SILO DE CAL # 02,0,0,G010-00077317,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,31030,KG,31030,KG,16575.6,PEN,5006534601,1,SILO DE CAL # 01,0,0,G010-00077322,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,31080,KG,31080,KG,16602.3,PEN,5006534602,1,SILO DE CAL # 02,0,0,G010-00077326,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30600,KG,30600,KG,16345.9,PEN,5006534603,1,SILO DE CAL # 01,0,0,G010-00077328,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30830,KG,30830,KG,16468.76,PEN,5006534604,1,SILO DE CAL # 01,0,0,G010-00077330,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,31180,KG,31180,KG,16655.72,PEN,5006534605,1,SILO DE CAL # 01,0,0,G010-00077332,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30940,KG,30940,KG,16527.52,PEN,5006534606,1,SILO DE CAL # 02,0,0,G010-00077333,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30470,KG,30470,KG,16276.45,PEN,5006534607,1,SILO DE CAL # 01,0,0,G010-00077338,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30010,KG,30010,KG,16030.73,PEN,5006534608,1,SILO DE CAL # 02,0,0,G010-00077339,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30130,KG,30130,KG,16094.83,PEN,5006534609,1,SILO DE CAL # 01,0,0,G010-00077353,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30990,KG,30990,KG,16554.23,PEN,5006534620,1,SILO DE CAL # 01,0,0,G010-00077431,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,30540,KG,30540,KG,16313.85,PEN,5006534621,1,SILO DE CAL # 02,0,0,G010-00077434,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,9/8/2024,,29800,KG,29800,KG,15918.55,PEN,5006534622,1,SILO DE CAL # 01,0,0,G010-00077436,9/8/2024,Q004,OHUARSAYA,4503346504,10,C601,9/8/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,9/8/2024,,-376728,KG,-376728,KG,-200720.86,PEN,4911217094,1,Consumo 08.09.2024,17289520,1,17289520,9/10/2024,Q004,VLOPEZA,,0,C601,9/10/2024,,CQ13101112,
AE0002529,"REAGENT;124-04-9,FLOCCULANT SNF-V204",101,GR for consgt stock,9/8/2024,K,9000,KG,9000,KG,0,PEN,5006534679,1,FLOCULANTE,0,0,EG07-00001093,9/8/2024,Q004,OHUARSAYA,4503332367,10,C601,9/8/2024,,,
